id_user_sensor,sensorId,user
23540,3328304,66
23541,3428816,85
23542,2128733,91
23543,5128077,12
23544,3928707,166
23545,4128841,130
23546,3028897,62
23547,3028210,38
23548,1228461,153
23549,2828597,34
23550,4628261,174
23551,2928745,134
23552,5328209,23
23553,5428086,39
23554,542887,20
23555,3228629,75
23556,2628790,108
23557,4528287,89
23558,3028137,67
23559,3028688,174
23560,4428897,103
23561,2828506,131
23562,4128607,51
23563,4528751,29
23564,3328092,51
23565,1128588,87
23566,1128449,97
23567,3228302,46
23568,3328432,119
23569,4228657,19
23570,5228400,124
23571,2828372,175
23572,2628516,29
23573,1728521,33
23574,2228486,4
23575,4928193,90
23576,2228014,23
23577,912899,120
23578,3028095,53
23579,4728805,172
23580,3328146,131
23581,2828521,44
23582,5128309,82
23583,5428859,27
23584,1128293,147
23585,1928795,50
23586,5028165,73
23587,2928948,131
23588,3028589,45
23589,2828519,136
23590,5128513,89
23591,2928654,32
23592,3328254,177
23593,5328249,54
23594,5328714,86
23595,2828779,89
23596,5228284,71
23597,4228878,64
23598,3328352,133
23599,3328548,49
23600,2028624,51
23601,2328301,51
23602,2828472,150
23603,2928843,38
23604,4528429,77
23605,2128686,161
23606,4728359,119
23607,4928500,82
23608,4828601,54
23609,5628241,91
23610,5328082,53
23611,1428861,16
23612,1428868,149
23613,4628228,135
23614,2928228,74
23615,1628732,175
23616,4828071,5
23617,4728507,68
23618,3428996,25
23619,1928330,43
23620,3228482,76
23621,1728947,46
23622,2428757,86
23623,5528888,98
23624,3328280,40
23625,4128760,22
23626,4928264,47
23627,4528310,14
23628,5428021,78
23629,5228867,65
23630,3228714,114
23631,4328012,170
23632,2228493,64
23633,3828189,12
23634,2428075,153
23635,682836,12
23636,2328341,20
23637,1028674,65
23638,1228144,39
23639,3228993,41
23640,842897,88
23641,1728467,64
23642,2428815,24
23643,2828947,83
23644,3128672,165
23645,5028704,7
23646,3228784,43
23647,5328148,130
23648,4828251,65
23649,2328553,152
23650,3128423,164
23651,1628404,144
23652,3328248,31
23653,5128508,30
23654,5228013,109
23655,3128580,135
23656,3428982,61
23657,1528900,98
23658,4328203,83
23659,4528628,87
23660,1828546,108
23661,4928484,144
23662,5728801,142
23663,1228609,107
23664,3428180,105
23665,1128617,49
23666,2928753,133
23667,1828093,43
23668,4228324,47
23669,1028432,36
23670,5428643,25
23671,3228836,80
23672,3228837,54
23673,3228765,34
23674,3428177,84
23675,1128289,66
23676,1228994,165
23677,2928723,46
23678,5028039,16
23679,4028879,22
23680,2428600,9
23681,4228670,67
23682,2828624,130
23683,3028583,23
23684,3428852,0
23685,1428351,21
23686,3028967,32
23687,4528476,30
23688,2428074,35
23689,2428073,46
23690,782825,85
23691,4728076,107
23692,3228821,61
23693,3028648,116
23694,3228976,87
23695,4728098,102
23696,3428824,80
23697,4728644,118
23698,3828246,14
23699,5428181,100
23700,3228550,175
23701,3228436,126
23702,2828536,36
23703,2328945,4
23704,2828722,84
23705,3428169,174
23706,3428129,25
23707,2128026,1
23708,4528695,32
23709,2428753,50
23710,3028951,35
23711,3028203,75
23712,3228098,114
23713,1628784,64
23714,3428891,19
23715,4028980,107
23716,5128219,115
23717,4128861,52
23718,132833,27
23719,3028205,50
23720,1728753,31
23721,4228551,13
23722,2028282,64
23723,3228637,50
23724,4528023,56
23725,3528549,27
23726,3428953,75
23727,3828535,45
23728,5028445,115
23729,5028685,52
23730,4928969,62
23731,1528298,45
23732,4428171,7
23733,2728982,51
23734,2828556,14
23735,3328154,46
23736,1628406,14
23737,5028579,91
23738,2428064,28
23739,3828526,28
23740,4528531,38
23741,5128167,51
23742,3828667,89
23743,3328241,14
23744,3428958,97
23745,4228378,73
23746,2228870,33
23747,3928639,158
23748,4028044,150
23749,4728343,5
23750,3028991,127
23751,3028697,24
23752,1128012,108
23753,5128468,133
23754,902894,131
23755,3028419,92
23756,1228228,154
23757,4228080,177
23758,4428507,161
23759,3928471,145
23760,3428099,102
23761,5428819,28
23762,2828627,61
23763,3228744,30
23764,4028788,80
23765,1028436,55
23766,3628999,24
23767,2228326,56
23768,1628089,19
23769,3628914,123
23770,542862,21
23771,2828707,36
23772,3928692,49
23773,5028986,150
23774,3328551,60
23775,2728062,146
23776,3328242,128
23777,3428153,80
23778,1628419,138
23779,2828503,140
23780,5128180,134
23781,3428389,162
23782,2428794,18
23783,3728771,13
23784,2128785,33
23785,492870,65
23786,2128059,26
23787,1328470,151
23788,2928649,30
23789,4428810,50
23790,2928595,108
23791,2828744,101
23792,5128659,115
23793,4528224,169
23794,4528348,8
23795,5328709,64
23796,4828420,90
23797,2328779,96
23798,3928642,69
23799,2828892,66
23800,3328350,42
23801,3128433,5
23802,5028214,88
23803,1928408,160
23804,3228614,22
23805,3328283,31
23806,4828826,18
23807,2928204,79
23808,4828591,37
23809,4528631,34
23810,1828215,50
23811,2828134,43
23812,3828572,23
23813,2828814,33
23814,2228905,106
23815,3328035,31
23816,5328251,144
23817,5328999,53
23818,2228304,23
23819,2928232,11
23820,4928607,55
23821,4828072,159
23822,2328541,70
23823,3828238,37
23824,4728834,75
23825,1728942,1
23826,2828694,36
23827,4328018,69
23828,3228944,96
23829,962879,119
23830,4528282,59
23831,1728278,63
23832,3228650,119
23833,2828056,76
23834,2328812,151
23835,1928405,114
23836,2928598,16
23837,492886,28
23838,982821,168
23839,3128964,110
23840,1428061,175
23841,4328032,27
23842,4128687,169
23843,2028525,32
23844,5028651,59
23845,4828574,23
23846,3828228,50
23847,2428090,45
23848,1328867,116
23849,1128295,20
23850,4828557,50
23851,3128612,85
23852,5028490,81
23853,2528837,120
23854,5428932,132
23855,2928942,61
23856,4628234,122
23857,4528622,40
23858,1728830,28
23859,4628400,107
23860,2928227,63
23861,5128114,99
23862,5028106,32
23863,562838,83
23864,3228605,63
23865,4428759,76
23866,1928127,44
23867,3928731,32
23868,4028145,34
23869,3328769,98
23870,672828,41
23871,3728487,55
23872,2428116,101
23873,3228434,65
23874,1028653,46
23875,4328224,46
23876,2528455,88
23877,1128844,53
23878,1428225,122
23879,5328309,27
23880,4428120,46
23881,3528864,102
23882,3928640,140
23883,1528852,157
23884,4428739,58
23885,3228942,29
23886,792813,16
23887,5228148,38
23888,3028637,114
23889,3228946,92
23890,2828103,35
23891,5128625,36
23892,3728051,75
23893,3228945,96
23894,4928233,99
23895,5428782,85
23896,2828693,19
23897,2928619,49
23898,4528301,116
23899,3028227,43
23900,2828620,136
23901,5628152,179
23902,3028686,165
23903,4428818,47
23904,4428887,33
23905,4628263,41
23906,1828512,8
23907,5428127,74
23908,2828043,56
23909,2728632,51
23910,5028492,115
23911,4828604,78
23912,4228552,20
23913,3428893,41
23914,3228706,148
23915,1628292,30
23916,4428481,115
23917,2828791,94
23918,4228167,94
23919,3128201,13
23920,2928198,35
23921,3528202,46
23922,3528267,51
23923,1128173,35
23924,3328175,26
23925,4628448,102
23926,5028134,39
23927,4528488,124
23928,5128128,88
23929,4528707,144
23930,4028562,70
23931,5128153,121
23932,5228191,140
23933,3028167,53
23934,2828614,81
23935,1628400,39
23936,1628342,84
23937,2628481,31
23938,3528395,111
23939,3028704,56
23940,3328240,26
23941,2428740,88
23942,2428085,145
23943,4328357,86
23944,3828473,41
23945,5328166,40
23946,5428402,89
23947,5128908,122
23948,3428863,160
23949,5128062,7
23950,4328156,17
23951,2828667,171
23952,2828703,103
23953,1728347,12
23954,4828948,89
23955,4928009,42
23956,2828630,60
23957,3228824,83
23958,1128230,70
23959,1828213,24
23960,1828258,41
23961,1728048,23
23962,1928866,174
23963,3428444,56
23964,1028330,40
23965,1128211,27
23966,3328540,75
23967,4928473,179
23968,2728217,131
23969,4428711,45
23970,3628910,169
23971,1728505,18
23972,4028735,11
23973,2828286,39
23974,3128004,149
23975,3228105,58
23976,4828752,56
23977,2728087,98
23978,4528404,173
23979,4928650,52
23980,2828913,32
23981,5628239,84
23982,1628379,24
23983,3228913,37
23984,1628029,37
23985,4928481,30
23986,4428855,2
23987,3328181,148
23988,3028198,4
23989,5328240,162
23990,1128598,37
23991,1028729,80
23992,3728325,170
23993,3228668,6
23994,3328467,109
23995,4028425,73
23996,2028121,38
23997,3528854,60
23998,3128516,19
23999,5128906,138
24000,1528232,162
24001,3228619,49
24002,3428196,57
24003,4528720,133
24004,3528904,61
24005,5028483,166
24006,3828577,109
24007,2828601,27
24008,2828709,76
24009,2928736,89
24010,5428188,65
24011,5528014,152
24012,5428269,77
24013,4328008,85
24014,4628276,28
24015,3428971,79
24016,1628948,30
24017,2328057,94
24018,2428118,176
24019,4728139,39
24020,2928955,64
24021,2828596,9
24022,5728708,71
24023,1628232,165
24024,4528221,89
24025,4728136,46
24026,3328024,54
24027,3228948,29
24028,3828757,31
24029,2828984,52
24030,3228037,29
24031,852854,100
24032,3328126,129
24033,1828514,16
24034,3428860,113
24035,3028920,36
24036,3528118,33
24037,4128790,173
24038,712862,34
24039,942888,34
24040,3528078,36
24041,1628381,87
24042,672866,137
24043,2928876,23
24044,2828572,55
24045,3128562,162
24046,3928821,175
24047,1828398,89
24048,1628411,52
24049,1928145,148
24050,4728194,172
24051,5028702,52
24052,2428091,28
24053,4828113,123
24054,4028982,46
24055,3728427,42
24056,4528730,24
24057,3528092,41
24058,3428986,37
24059,3228764,30
24060,3228646,77
24061,4428332,90
24062,4828569,38
24063,4528619,97
24064,3428096,74
24065,5028543,60
24066,5128472,32
24067,2428798,53
24068,5028006,49
24069,4128715,17
24070,1328112,59
24071,3828819,135
24072,862882,168
24073,1728187,28
24074,4528281,5
24075,3528737,81
24076,1928964,158
24077,4528285,67
24078,4428100,109
24079,4028957,83
24080,4528753,149
24081,1928979,145
24082,4828116,39
24083,3928348,85
24084,3028997,179
24085,2728233,20
24086,3328327,49
24087,5228206,68
24088,2328437,118
24089,5228136,35
24090,5328449,83
24091,5828574,14
24092,5428854,99
24093,5428754,169
24094,5528866,46
24095,102895,26
24096,1528849,33
24097,5628130,103
24098,612883,56
24099,1828737,21
24100,2228624,49
24101,2628189,94
24102,3128971,27
24103,3228118,133
24104,1228820,53
24105,1328147,99
24106,1428139,126
24107,1028772,109
24108,3928057,25
24109,1828131,38
24110,3428799,20
24111,3428917,104
24112,3128021,160
24113,3428226,21
24114,1628976,44
24115,5128178,143
24116,2928657,34
24117,2628737,71
24118,4928641,22
24119,4628835,130
24120,5128147,58
24121,2128063,104
24122,3628809,91
24123,3628943,172
24124,3828088,109
24125,4128857,41
24126,2428786,21
24127,2828876,141
24128,2928029,177
24129,652871,53
24130,3028197,84
24131,4928080,50
24132,5028606,94
24133,4628291,106
24134,4328811,153
24135,4828701,99
24136,672819,24
24137,3728360,175
24138,4528705,26
24139,1928749,33
24140,5128667,125
24141,2328050,31
24142,4428552,41
24143,5128573,49
24144,1928472,130
24145,5228165,59
24146,1128992,26
24147,5828580,147
24148,5528854,157
24149,4528675,68
24150,1228656,93
24151,1228017,81
24152,3128647,7
24153,5628235,111
24154,1228570,54
24155,1528047,31
24156,1828752,85
24157,1128997,98
24158,3528071,37
24159,3528076,57
24160,4028816,115
24161,4328714,106
24162,1728476,96
24163,1728492,105
24164,1928915,70
24165,3528109,33
24166,5028669,64
24167,2328601,159
24168,5028613,67
24169,5028141,70
24170,2828478,84
24171,2828957,54
24172,2828906,16
24173,652852,81
24174,5028655,35
24175,1328578,115
24176,1828513,101
24177,1728296,16
24178,3128472,9
24179,3328269,94
24180,682820,55
24181,3828196,71
24182,3028919,13
24183,5628244,144
24184,5228188,49
24185,5328758,170
24186,452861,52
24187,3228275,61
24188,1128653,94
24189,2928201,26
24190,1628135,37
24191,2828682,178
24192,1128361,102
24193,4228655,77
24194,1728491,129
24195,3428377,113
24196,4828312,120
24197,3928806,84
24198,3828481,94
24199,722891,31
24200,3028281,49
24201,3028208,124
24202,3528450,86
24203,2528391,42
24204,5128793,98
24205,1728275,75
24206,2628926,42
24207,3228325,25
24208,5828519,146
24209,2428206,47
24210,2428468,74
24211,3828787,55
24212,3028985,52
24213,4828741,129
24214,672833,40
24215,1928263,63
24216,3728617,51
24217,3928995,175
24218,3828524,49
24219,2828004,36
24220,4728119,10
24221,1028893,120
24222,4728558,157
24223,1728315,52
24224,5528110,16
24225,4428829,114
24226,4428901,69
24227,2228052,32
24228,2428758,149
24229,5128210,79
24230,4428930,61
24231,1728346,62
24232,4028838,123
24233,4628789,90
24234,1628247,39
24235,4528754,119
24236,1028250,47
24237,5228438,173
24238,5628229,30
24239,5428785,48
24240,5628192,39
24241,1428807,79
24242,4028400,16
24243,4028889,118
24244,4228632,24
24245,1928270,141
24246,2028639,97
24247,2828490,135
24248,5128201,33
24249,2528871,81
24250,3528997,89
24251,1228479,89
24252,1828608,67
24253,4328358,80
24254,1728487,68
24255,5028582,55
24256,5028710,88
24257,5328206,72
24258,5428792,55
24259,5428781,1
24260,5328698,31
24261,562839,122
24262,4028466,151
24263,3028979,27
24264,4328286,107
24265,4528458,131
24266,1728490,91
24267,5028359,17
24268,2528422,108
24269,2528848,76
24270,2828762,160
24271,3028111,53
24272,4828339,34
24273,4628591,31
24274,3128466,39
24275,2728732,37
24276,5128988,152
24277,5828578,73
24278,3828605,122
24279,2428838,17
24280,2328094,47
24281,1928273,61
24282,5028680,75
24283,4728012,40
24284,3828006,36
24285,5228994,74
24286,2828359,149
24287,2828344,101
24288,5128061,122
24289,5828521,35
24290,1628941,130
24291,1928208,84
24292,3528278,123
24293,4028018,57
24294,3828520,87
24295,4428587,77
24296,4528536,130
24297,3128634,161
24298,4428796,79
24299,3128545,83
24300,5828556,59
24301,1228549,50
24302,1428357,76
24303,4828650,80
24304,152811,44
24305,3228645,42
24306,3228380,110
24307,1228632,51
24308,2928658,93
24309,4928639,99
24310,5028676,68
24311,2728710,23
24312,4828600,17
24313,3328028,56
24314,982871,40
24315,3528981,43
24316,3828496,150
24317,2828637,128
24318,1628103,169
24319,3328198,107
24320,3228598,109
24321,2928303,10
24322,2928196,78
24323,5028632,137
24324,3028933,87
24325,3328027,168
24326,3428968,106
24327,3128025,68
24328,4228843,48
24329,1928325,108
24330,5528045,83
24331,2928217,24
24332,4928611,67
24333,3428995,65
24334,5628228,0
24335,742829,66
24336,4128553,77
24337,2828545,59
24338,2928640,148
24339,4628285,123
24340,3328458,54
24341,5328231,37
24342,2828685,50
24343,1128386,6
24344,2928002,86
24345,2428645,102
24346,4128946,138
24347,3428097,45
24348,2828671,104
24349,1128228,90
24350,3028689,121
24351,4028727,45
24352,1928821,45
24353,4728551,148
24354,3828464,90
24355,5828684,111
24356,5828587,92
24357,3128576,146
24358,1328651,93
24359,2928220,161
24360,3228615,148
24361,1428874,81
24362,2828568,87
24363,3428165,39
24364,4328389,13
24365,3828467,26
24366,1528886,42
24367,582819,81
24368,3028577,154
24369,3228050,90
24370,3028981,40
24371,682862,116
24372,4528144,16
24373,4728245,134
24374,5428547,22
24375,3028421,151
24376,1728106,57
24377,3428448,55
24378,4428448,72
24379,3128694,87
24380,862820,122
24381,2328234,86
24382,3328261,85
24383,4528130,4
24384,5428688,21
24385,2728803,130
24386,682809,127
24387,3428807,76
24388,3728423,124
24389,3028946,111
24390,3028917,29
24391,2128909,54
24392,5828523,30
24393,2828128,51
24394,1728958,123
24395,3328177,164
24396,3228097,97
24397,3428994,133
24398,4328308,52
24399,2428667,53
24400,4528409,88
24401,4128670,35
24402,4428422,74
24403,3028418,37
24404,3328271,120
24405,2228133,19
24406,5828548,12
24407,4628253,57
24408,4228785,128
24409,852855,67
24410,3428885,5
24411,4728289,55
24412,1428346,31
24413,2328511,113
24414,2828579,108
24415,2428068,34
24416,3428992,4
24417,682834,20
24418,3828462,85
24419,1028775,87
24420,2828362,34
24421,3428125,24
24422,852807,90
24423,1728770,32
24424,2128053,67
24425,3428205,52
24426,3428146,52
24427,1928367,26
24428,5328684,66
24429,3228018,68
24430,1828484,90
24431,2828565,58
24432,5128522,69
24433,882817,74
24434,4728077,114
24435,2228706,3
24436,2628765,22
24437,4528428,26
24438,1928403,34
24439,1928343,108
24440,3328417,158
24441,5428788,38
24442,2228395,76
24443,3028903,103
24444,4728006,52
24445,3328224,173
24446,4928187,100
24447,5028008,31
24448,3328442,76
24449,1628156,24
24450,682812,133
24451,3028659,16
24452,3228596,26
24453,3728433,74
24454,5828524,126
24455,1928329,51
24456,872845,52
24457,3128040,131
24458,5428836,50
24459,1628304,104
24460,1428192,69
24461,3028957,21
24462,4228266,69
24463,2128872,134
24464,3228188,54
24465,3228806,120
24466,3728426,46
24467,5328363,114
24468,2628999,30
24469,2828718,45
24470,2828721,25
24471,2728064,16
24472,3328294,19
24473,4728014,127
24474,3828552,21
24475,1828479,64
24476,4428031,83
24477,4328287,42
24478,4928014,122
24479,742824,107
24480,3228791,178
24481,2828640,113
24482,3228750,73
24483,3128437,110
24484,3428815,126
24485,4028729,141
24486,2228975,25
24487,4128531,104
24488,2828633,174
24489,3428967,94
24490,4128785,64
24491,3228776,81
24492,3228772,26
24493,4328003,105
24494,1128790,61
24495,2828458,127
24496,3028635,38
24497,4028837,28
24498,3228737,135
24499,3128486,107
24500,1128455,56
24501,1428238,14
24502,2928731,43
24503,5428787,104
24504,572846,60
24505,2828508,34
24506,1728353,131
24507,3528255,150
24508,5028868,79
24509,3228800,80
24510,682835,43
24511,3428550,90
24512,4728407,40
24513,2728013,76
24514,5728887,22
24515,852867,20
24516,4228964,108
24517,2828663,26
24518,1228229,98
24519,1528251,101
24520,2828587,54
24521,1528250,36
24522,4028843,130
24523,4528362,18
24524,1028655,119
24525,3128066,32
24526,4328649,124
24527,3828561,24
24528,3828479,98
24529,2028700,146
24530,2428221,139
24531,2828580,41
24532,3528967,70
24533,972841,56
24534,4528820,32
24535,1128672,97
24536,4228062,69
24537,4728456,90
24538,3228287,16
24539,5128810,85
24540,5428755,21
24541,5828518,40
24542,3228949,29
24543,5828543,32
24544,5828633,36
24545,5428830,75
24546,232855,80
24547,4628708,1
24548,2428103,116
24549,2628084,39
24550,2828642,88
24551,3728884,153
24552,5828585,177
24553,3528577,27
24554,1428920,77
24555,122882,23
24556,2328384,81
24557,2128320,85
24558,2128130,111
24559,5828613,154
24560,2228764,68
24561,2328322,11
24562,2428086,51
24563,3428803,107
24564,4228332,59
24565,5828619,23
24566,4528539,106
24567,3828515,86
24568,2228219,60
24569,3828820,15
24570,1628355,63
24571,792827,62
24572,802822,74
24573,5828553,27
24574,3328249,40
24575,5828550,43
24576,2928737,93
24577,3128993,37
24578,3328555,18
24579,3828504,99
24580,3028968,49
24581,3428228,27
24582,2728465,147
24583,3228101,112
24584,882806,121
24585,1628302,30
24586,3028925,109
24587,5828614,59
24588,4428599,44
24589,3828495,71
24590,4228245,40
24591,2228820,47
24592,122880,81
24593,3828662,113
24594,2328376,28
24595,1628413,39
24596,3928603,149
24597,122886,19
24598,672896,178
24599,2628680,112
24600,5328038,120
24601,5828579,73
24602,2128962,48
24603,862822,146
24604,5828576,56
24605,1128996,16
24606,4328395,142
24607,3328276,108
24608,982825,132
24609,1929709,68
24610,1929141,84
24611,662989,91
24612,672958,134
24613,832970,29
24614,672918,76
24615,662987,77
24616,1029459,16
24617,572931,55
24618,612986,74
24619,622909,158
24620,572997,83
24621,572942,29
24622,1029444,34
24623,1029449,36
24624,1029431,34
24625,832964,33
24626,672943,20
24627,672971,57
24628,822973,39
24629,1029471,60
24630,572925,38
24631,622905,96
24632,3228131,147
24633,1029457,46
24634,1029441,104
24635,1229997,3
24636,672905,19
24637,662977,2
24638,662993,119
24639,672941,162
24640,822996,56
24641,822976,27
24642,672913,95
24643,582911,114
24644,672920,31
24645,832926,146
24646,1929712,36
24647,832933,179
24648,612977,41
24649,3128067,35
24650,1029454,108
24651,672933,75
24652,672917,49
24653,822995,28
24654,1929713,30
24655,672955,19
24656,1029428,42
24657,1029427,30
24658,3028043,175
24659,1929164,154
24660,832931,29
24661,702907,55
24662,542930,50
24663,1029430,101
24664,672967,24
24665,672938,68
24666,672900,50
24667,822983,55
24668,822977,100
24669,692999,118
24670,822967,57
24671,832959,76
24672,672947,130
24673,4629863,46
24674,822961,14
24675,832930,46
24676,702908,71
24677,832962,176
24678,832961,38
24679,1329060,40
24680,662984,63
24681,832950,84
24682,822980,141
24683,832925,139
24684,4629886,43
24685,702904,54
24686,652919,117
24687,652925,22
24688,652954,61
24689,652944,33
24690,2029453,75
24691,2029429,93
24692,1129099,168
24693,1129108,20
24694,542921,94
24695,542909,29
24696,1029106,4
24697,882967,39
24698,3829619,130
24699,5029974,30
24700,1629480,38
24701,3629090,48
24702,3629098,47
24703,3629119,51
24704,3629079,0
24705,542991,53
24706,3729734,134
24707,3729645,162
24708,3729624,47
24709,4229777,47
24710,4429249,124
24711,2029452,152
24712,4729443,2
24713,4729453,146
24714,3529572,71
24715,3629083,56
24716,1529547,30
24717,1529530,26
24718,4629575,74
24719,1529303,39
24720,4429331,97
24721,4329640,173
24722,4429384,90
24723,1829375,50
24724,1829377,32
24725,1829381,23
24726,3529505,117
24727,4129261,17
24728,4129253,135
24729,4129272,66
24730,4129205,42
24731,5129227,154
24732,3729140,50
24733,4829529,58
24734,4729309,72
24735,3529557,88
24736,922919,115
24737,1029243,43
24738,932997,40
24739,1729731,45
24740,1829701,116
24741,3329659,25
24742,4029899,52
24743,1729171,152
24744,1729176,33
24745,1729230,100
24746,1729251,123
24747,1729149,85
24748,1729152,118
24749,1729181,46
24750,1729180,78
24751,4829106,46
24752,4829103,44
24753,4829413,87
24754,4629413,72
24755,4629403,38
24756,4629393,106
24757,4629411,48
24758,4629402,57
24759,4629410,20
24760,5129657,104
24761,5029375,81
24762,1029346,21
24763,1029477,32
24764,1029350,168
24765,2229654,21
24766,2429453,48
24767,2529992,119
24768,2729952,46
24769,2729915,108
24770,2829022,126
24771,2829009,58
24772,4829223,63
24773,4829368,27
24774,5029567,63
24775,4729369,87
24776,4229388,168
24777,4129724,63
24778,4429939,107
24779,4229186,22
24780,3829762,78
24781,3129611,91
24782,3729681,118
24783,3729699,144
24784,3929254,57
24785,3629074,33
24786,4829062,86
24787,4729231,107
24788,1229694,96
24789,1229030,77
24790,2029724,52
24791,2229402,115
24792,772974,150
24793,4929139,105
24794,4729393,84
24795,4229380,49
24796,4229382,36
24797,4229514,38
24798,2129130,102
24799,772926,17
24800,772918,84
24801,772924,141
24802,5029936,24
24803,4829139,33
24804,542922,152
24805,4029605,120
24806,1729184,126
24807,1729170,174
24808,1729164,18
24809,482971,11
24810,492991,165
24811,1529969,65
24812,1629217,45
24813,1529979,89
24814,1529996,150
24815,1629203,102
24816,1529990,29
24817,1829576,19
24818,652937,111
24819,652945,61
24820,652942,159
24821,4829183,86
24822,4829017,62
24823,5029733,75
24824,5029543,114
24825,4829042,66
24826,4829349,89
24827,4829144,99
24828,4829038,29
24829,2229640,76
24830,2229637,122
24831,2229586,153
24832,2229580,75
24833,2229629,48
24834,1529471,119
24835,1529506,109
24836,1529509,70
24837,1529465,126
24838,1529487,44
24839,1529510,52
24840,4229799,120
24841,5129571,18
24842,5029364,130
24843,4929144,129
24844,2729539,28
24845,4429276,26
24846,4229093,52
24847,4329794,151
24848,4229075,114
24849,3129355,98
24850,4229821,32
24851,4229889,104
24852,1329392,47
24853,1329386,26
24854,1329382,55
24855,1829739,159
24856,1829741,29
24857,1829743,60
24858,4629559,120
24859,1429343,67
24860,1529141,107
24861,1429750,118
24862,1429727,95
24863,1329393,82
24864,1329396,50
24865,1329433,71
24866,1329426,70
24867,1429356,45
24868,1429261,144
24869,1629084,9
24870,1329400,59
24871,1329431,43
24872,1329415,54
24873,2429423,108
24874,2329981,35
24875,2929179,5
24876,1329424,86
24877,542983,121
24878,2229653,112
24879,2229648,158
24880,682906,57
24881,5029192,68
24882,1429330,88
24883,1429342,79
24884,1529185,168
24885,2429480,63
24886,852964,131
24887,1829099,23
24888,1829100,64
24889,2429494,156
24890,1429230,50
24891,892958,51
24892,892968,14
24893,882944,107
24894,462921,15
24895,2129718,89
24896,2829162,157
24897,229,90
24898,3529244,63
24899,3529288,69
24900,1029359,79
24901,1029361,152
24902,1029365,35
24903,1029366,58
24904,4229682,92
24905,722982,22
24906,722996,22
24907,722992,23
24908,4129356,25
24909,4129669,30
24910,4129662,98
24911,1629089,66
24912,4229092,66
24913,1029044,25
24914,1029047,32
24915,4029563,109
24916,4029554,36
24917,3629991,65
24918,3729619,146
24919,5129469,19
24920,5129473,105
24921,5129476,60
24922,5129477,68
24923,3629016,15
24924,3629008,24
24925,2229692,47
24926,2229741,85
24927,2829208,36
24928,1629776,46
24929,1629779,176
24930,1629780,102
24931,812908,22
24932,792916,34
24933,1029960,66
24934,1029919,72
24935,1029896,47
24936,2129943,26
24937,2229007,105
24938,4229608,34
24939,2529872,81
24940,2529795,170
24941,4529102,51
24942,4529114,42
24943,4529137,38
24944,5029102,55
24945,5029164,152
24946,2229012,58
24947,2129987,152
24948,2129985,81
24949,3329681,57
24950,2629172,95
24951,2629084,10
24952,1229276,115
24953,982987,148
24954,972901,99
24955,1129924,30
24956,1129925,98
24957,1129926,21
24958,3929229,131
24959,3929037,58
24960,3929149,39
24961,3929447,36
24962,3929532,89
24963,3929560,35
24964,1029573,48
24965,4529427,24
24966,1629331,33
24967,1329165,87
24968,4029883,100
24969,3829331,129
24970,2229361,40
24971,2429428,42
24972,2229602,147
24973,1329618,63
24974,2429707,70
24975,3729158,38
24976,5029138,99
24977,5029142,166
24978,4829924,134
24979,4729660,73
24980,4629970,31
24981,4729637,63
24982,4729602,18
24983,4729449,23
24984,2229594,165
24985,4829021,47
24986,5029604,57
24987,3729882,56
24988,3829747,50
24989,4129761,71
24990,2729954,86
24991,2729920,34
24992,2729943,138
24993,2729957,130
24994,2729941,105
24995,4229926,110
24996,4429239,30
24997,4229815,167
24998,672927,50
24999,4629512,58
25000,4629566,139
25001,402967,21
25002,4829940,47
25003,4829886,119
25004,4429923,57
25005,4429740,69
25006,1229716,32
25007,1229720,157
25008,1229724,50
25009,1629485,97
25010,1629817,0
25011,4329760,94
25012,4329770,38
25013,1729349,25
25014,3529967,150
25015,3529996,44
25016,1729165,102
25017,1729148,43
25018,1729229,117
25019,1729581,59
25020,4529729,53
25021,4329960,159
25022,132928,12
25023,2929984,130
25024,3029007,117
25025,1729151,121
25026,1729163,47
25027,1729160,169
25028,1729262,69
25029,1729224,86
25030,832975,20
25031,852976,102
25032,792913,85
25033,972935,118
25034,972914,142
25035,992921,92
25036,972933,52
25037,992900,13
25038,882921,87
25039,892991,84
25040,922900,132
25041,882962,42
25042,882991,34
25043,5129509,100
25044,4829115,82
25045,4829067,20
25046,5129505,9
25047,5129504,61
25048,4829329,126
25049,4429390,107
25050,4829174,60
25051,4729265,54
25052,5129406,44
25053,5029121,67
25054,3629126,34
25055,2729986,97
25056,932975,104
25057,922924,94
25058,892974,75
25059,3029903,23
25060,4529233,24
25061,102908,128
25062,102975,44
25063,4529229,157
25064,1029553,15
25065,1029540,30
25066,4429199,164
25067,4729634,177
25068,4829946,19
25069,4929690,97
25070,1929058,142
25071,5029967,39
25072,4929485,13
25073,4929452,64
25074,4929467,41
25075,942909,32
25076,942910,58
25077,4429403,94
25078,1129391,4
25079,1129395,81
25080,3629728,56
25081,3629645,68
25082,3629625,68
25083,1329595,34
25084,1329590,106
25085,792907,12
25086,762996,70
25087,802985,136
25088,4829366,84
25089,4829206,46
25090,4929361,91
25091,4929349,56
25092,4929333,152
25093,4929343,65
25094,1629028,52
25095,1629029,20
25096,1629030,51
25097,1629042,103
25098,3829765,84
25099,3829798,128
25100,1129830,19
25101,1129819,42
25102,1729014,44
25103,1629987,94
25104,1629985,65
25105,1629983,87
25106,1729090,126
25107,942908,58
25108,2229582,67
25109,2229646,19
25110,2229591,84
25111,2229590,48
25112,2229628,82
