id,sensorId,user
8992,1815359,88
8993,1815360,18
8994,1815368,10
8995,1815370,154
8996,1815383,15
8997,1815384,30
8998,1915775,55
8999,1815401,115
9000,1815402,32
9001,1815732,23
9002,1815750,145
9003,2115435,21
9004,2115308,29
9005,2115385,61
9006,2115298,124
9007,2115296,50
9008,1915754,134
9009,2115277,77
9010,2115415,78
9011,2015407,57
9012,2015361,30
9013,2015410,83
9014,2015400,26
9015,2015367,26
9016,2015364,21
9017,2015431,109
9018,2015417,28
9019,2015370,134
9020,2115437,30
9021,2115410,55
9022,2115372,0
9023,2015461,67
9024,2015733,20
9025,2015737,120
9026,2015740,12
9027,2015734,53
9028,2215663,108
9029,2215588,21
9030,2215664,54
9031,2215587,141
9032,2215660,59
9033,2215622,121
9034,2215642,104
9035,2215638,82
9036,2015725,97
9037,2215657,82
9038,2215662,38
9039,2215351,19
9040,2215408,44
9041,2215410,51
9042,2215333,146
9043,2415490,175
9044,2415485,144
9045,2415434,73
9046,2315980,175
9047,2415017,91
9048,2215352,59
9049,2215367,33
9050,2315939,36
9051,2315968,174
9052,2415486,73
9053,2415436,9
9054,2415451,94
9055,2415437,42
9056,2415002,49
9057,2415455,30
9058,2215315,21
9059,2215327,34
9060,2215316,25
9061,2215375,49
9062,2215400,51
9063,2415463,165
9064,2415417,67
9065,2415467,31
9066,2415465,104
9067,2415413,42
9068,2415414,74
9069,2415476,45
9070,2415008,6
9071,2415028,77
9072,2315991,70
9073,2415029,92
9074,2215338,92
9075,2515984,143
9076,2315970,91
9077,2315966,52
9078,2315971,37
9079,2215589,3
9080,2215631,53
9081,2215650,39
9082,2315978,73
9083,2315945,42
9084,2215639,45
9085,2815722,1
9086,2615187,67
9087,3315141,95
9088,3215737,68
9089,3215729,44
9090,4615243,32
9091,4615228,123
9092,1415195,39
9093,1415197,128
9094,1615292,89
9095,1315104,36
9096,1315137,57
9097,1115175,107
9098,1015682,150
9099,1115609,47
9100,1015687,99
9101,1415120,144
9102,1115180,103
9103,1015710,73
9104,1015730,96
9105,1015744,14
9106,1015748,151
9107,1415063,63
9108,1415095,87
9109,1215134,95
9110,1215139,127
9111,1115289,175
9112,1415108,57
9113,1115222,49
9114,1015760,88
9115,1215156,32
9116,1115311,22
9117,1015773,68
9118,1215164,23
9119,1115244,68
9120,1115186,42
9121,1115505,41
9122,1115277,64
9123,1215288,168
9124,1215246,43
9125,1215303,54
9126,1215282,70
9127,1215255,27
9128,1215281,44
9129,3515522,36
9130,3515562,103
9131,3915247,10
9132,3515579,55
9133,3915306,131
9134,3715799,51
9135,3715649,147
9136,3715634,109
9137,3915250,47
9138,3515544,45
9139,3515541,41
9140,3515587,64
9141,3515568,63
9142,3515555,149
9143,3915195,10
9144,3715812,97
9145,3515543,52
9146,3615078,124
9147,3915062,46
9148,3915057,26
9149,3915122,76
9150,3615115,143
9151,3615076,17
9152,3715628,115
9153,4215143,151
9154,4315626,56
9155,3915093,54
9156,3915335,20
9157,3915323,153
9158,3815776,100
9159,3915186,51
9160,3915248,65
9161,3715647,145
9162,3715648,105
9163,3715743,94
9164,3715797,77
9165,3915189,88
9166,2515982,84
9167,2515935,83
9168,2515970,28
9169,2515921,130
9170,2915111,163
9171,2915148,82
9172,2915114,69
9173,2915142,22
9174,2915162,39
9175,3015861,28
9176,3015800,64
9177,3015720,100
9178,3015805,18
9179,3015799,38
9180,3015854,134
9181,3015828,93
9182,3015743,101
9183,3015749,18
9184,3015842,89
9185,3015838,151
9186,3015826,91
9187,3015810,78
9188,3015762,39
9189,3015824,88
9190,3615460,136
9191,3615410,63
9192,3615397,43
9193,3615421,22
9194,3615407,43
9195,3615428,178
9196,3615681,35
9197,3615642,86
9198,3615704,86
9199,4115892,65
9200,3615608,87
9201,3615403,156
9202,3615400,136
9203,3615713,14
9204,3615751,41
9205,3615628,109
9206,3615647,158
9207,3615629,70
9208,3615611,66
9209,3615718,54
9210,3615694,134
9211,3615709,75
9212,3615705,41
9213,3615686,33
9214,3615752,28
9215,3615684,32
9216,3615633,84
9217,3615615,41
9218,3615697,33
9219,3615688,107
9220,3615671,44
9221,3615733,87
9222,3815859,70
9223,3815862,46
9224,3815813,162
9225,3815814,26
9226,3815891,59
9227,3815896,99
9228,3815838,86
9229,3815822,115
9230,3815899,51
9231,3815837,69
9232,3815816,45
9233,3815821,42
9234,3815900,60
9235,971577,176
9236,981562,30
9237,981566,10
9238,1815500,22
9239,1815240,73
9240,1815437,49
9241,1815272,142
9242,1815494,58
9243,2115673,48
9244,1815463,58
9245,1815219,117
9246,1815185,84
9247,1815645,123
9248,1815574,91
9249,1815453,132
9250,1815269,118
9251,2115687,61
9252,1815217,67
9253,1815205,171
9254,1815587,143
9255,2115683,103
9256,2115701,117
9257,3415968,80
9258,4015258,70
9259,4015582,47
9260,4015398,110
9261,4015418,110
9262,4015412,171
9263,4015443,56
9264,4015684,179
9265,4015628,56
9266,4015419,170
9267,4015935,156
9268,4015557,147
9269,4015636,83
9270,4015635,94
9271,4015629,127
9272,4015463,10
9273,4015593,21
9274,4015494,61
9275,4015537,152
9276,4015526,30
9277,4015505,41
9278,4015560,36
9279,4015621,31
9280,4015540,53
9281,4015673,75
9282,4015581,19
9283,4215354,25
9284,4015936,144
9285,4015937,68
9286,4015787,104
9287,3715639,169
9288,3815310,130
9289,3815383,80
9290,3715887,115
9291,3715854,101
9292,3815406,88
9293,3915211,58
9294,3915054,24
9295,3915246,44
9296,3915334,178
9297,3915148,33
9298,3915222,72
9299,3915237,172
9300,3815315,90
9301,3815390,165
9302,3815743,85
9303,3815439,92
9304,3815362,20
9305,3815721,157
9306,3815261,45
9307,3715711,175
9308,3715673,50
9309,3715756,123
9310,3715738,39
9311,4215136,49
9312,4215109,170
9313,4215149,32
9314,4215157,59
9315,4215134,16
9316,4215111,36
9317,4215114,32
9318,4215087,84
9319,4215068,97
9320,4215079,61
9321,3915086,102
9322,3815333,128
9323,3815332,100
9324,3915194,96
9325,3815352,43
9326,3715763,100
9327,3715688,76
9328,3815299,83
9329,3815402,136
9330,3815740,104
9331,3815275,72
9332,3815746,84
9333,3715726,42
9334,3715731,39
9335,3715792,20
9336,3815329,59
9337,3715878,102
9338,3815312,36
9339,3715859,41
9340,3915152,146
9341,3815446,175
9342,3815710,71
9343,3715876,89
9344,3715661,35
9345,3815403,79
9346,3915044,99
9347,3915245,48
9348,3915185,101
9349,3915163,150
9350,3915217,27
9351,3915082,70
9352,3915312,61
9353,3915239,35
9354,3915267,153
9355,4115279,92
9356,4115196,58
9357,4215073,105
9358,4115220,43
9359,4115189,63
9360,4115213,76
9361,4115197,143
9362,4115211,132
9363,4115230,6
9364,4315628,176
9365,4115257,52
9366,4115201,53
9367,4115240,111
9368,4215080,4
9369,4215102,76
9370,4215839,10
9371,4315717,96
9372,4815778,73
9373,4815848,57
9374,4815877,4
9375,4815893,123
9376,4815896,136
9377,4815889,162
9378,4815891,26
9379,4815876,45
9380,4815882,107
9381,4815829,54
9382,4915049,73
9383,4815937,95
9384,4815920,90
9385,4815901,12
9386,4815912,87
9387,4815822,54
9388,4815866,11
9389,4815923,28
9390,4415192,56
9391,4815839,104
9392,4815847,34
9393,4715597,65
9394,4415327,86
9395,4415238,69
9396,4215968,76
9397,4215946,27
9398,4215956,102
9399,4215893,98
9400,4415342,116
9401,4215896,112
9402,4215787,31
9403,4415242,48
9404,4415244,103
9405,4715616,127
9406,4715611,8
9407,4215928,38
9408,4215952,40
9409,4215808,38
9410,4215907,135
9411,4415283,39
9412,4715646,54
9413,2115030,127
9414,1015446,30
9415,311521,20
9416,291563,53
9417,1615280,124
9418,1615323,44
9419,1615284,66
9420,1715685,46
9421,1715743,31
9422,1615276,81
9423,1715767,31
9424,1615352,66
9425,1715785,78
9426,3215958,130
9427,3015912,82
9428,3115006,132
9429,3115036,75
9430,3015949,39
9431,3315034,33
9432,3015990,41
9433,841536,35
9434,851521,110
9435,841577,40
9436,841592,99
9437,851511,35
9438,841552,49
9439,841567,92
9440,841557,53
9441,901550,35
9442,901559,38
9443,901535,54
9444,901576,146
9445,911544,68
9446,911507,80
9447,901564,136
9448,911517,108
9449,901521,10
9450,911530,13
9451,901563,32
9452,901555,132
9453,4715549,63
9454,4515694,145
9455,4515700,67
9456,4715014,128
9457,1715112,53
9458,1715051,57
9459,1615996,157
9460,1615979,117
9461,1615881,40
9462,1615885,90
9463,1715035,84
9464,1715045,40
9465,1715029,36
9466,1615888,58
9467,1715081,147
9468,1715024,46
9469,1615988,158
9470,1715043,101
9471,1715440,121
9472,1715375,12
9473,1715381,48
9474,1715378,64
9475,1615923,27
9476,1615925,120
9477,1615921,64
9478,1615931,39
9479,1715422,9
9480,4015922,97
9481,4215321,45
9482,4215358,25
9483,4215361,80
9484,4015931,15
9485,4215293,122
9486,4115574,151
9487,4115672,68
9488,4015898,105
9489,4115064,146
9490,4015816,6
9491,4015822,71
9492,4015934,102
9493,4115045,166
9494,4015994,47
9495,4115029,24
9496,4015840,169
9497,4215352,132
9498,4215339,126
9499,4115737,55
9500,4115620,96
9501,4215301,102
9502,4215290,120
9503,4115013,8
9504,4015944,93
9505,4115056,19
9506,4015963,62
9507,4115756,179
9508,4215268,84
9509,4115757,66
9510,4115739,96
9511,4215362,31
9512,4115817,37
9513,4115705,154
9514,4215376,65
9515,4215348,142
9516,4115541,32
9517,4215280,86
9518,4115625,32
9519,4115599,71
9520,4115567,24
9521,4215240,103
9522,4115762,86
9523,4115770,70
9524,4115548,33
9525,4215306,20
9526,4115630,124
9527,4215390,130
9528,4215277,168
9529,4115680,38
9530,4215246,146
9531,4215652,35
9532,4315413,44
9533,4215664,29
9534,4315197,63
9535,4315192,135
9536,4315188,37
9537,4315190,11
9538,4315182,137
9539,4315369,71
9540,4215763,63
9541,4215692,67
9542,4215668,10
9543,4315418,62
9544,4315378,70
9545,4315415,33
9546,4315236,151
9547,4315162,38
9548,4315131,82
9549,4315302,92
9550,4315297,71
9551,4315410,127
9552,4415773,127
9553,4415945,25
9554,4415127,98
9555,4315777,23
9556,4215961,108
9557,4415217,58
9558,4715659,25
9559,4415221,124
9560,4415309,94
9561,4415339,26
9562,4415250,108
9563,4415258,176
9564,4415291,92
9565,4415224,6
9566,4215772,159
9567,4215832,23
9568,4215876,44
9569,4215802,29
9570,4215805,95
9571,4215958,104
9572,4315743,105
9573,4315801,69
9574,4215800,45
9575,4215788,162
9576,4715594,81
9577,4315812,48
9578,4315810,82
9579,4915119,132
9580,4915094,43
9581,4315804,42
9582,4315791,23
9583,4415361,57
9584,4415371,90
9585,4215855,44
9586,4315644,93
9587,4415358,16
9588,4415367,50
9589,4315677,73
9590,4315630,24
9591,4415369,62
9592,4215866,43
9593,4315774,12
9594,4315661,56
9595,4315703,39
9596,4315676,49
9597,4315764,44
9598,4315638,59
9599,4315713,50
9600,4915107,137
9601,4915121,35
9602,4915086,1
9603,4915101,95
9604,4715704,94
9605,4715648,57
9606,4715702,61
9607,4615927,112
9608,4615948,25
9609,4615955,133
9610,4615941,117
9611,4615947,135
9612,4615385,81
9613,4615417,57
9614,4615398,95
9615,4615929,44
9616,4615405,22
9617,4615407,104
9618,4915382,15
9619,4915353,171
9620,4915381,12
9621,4915066,31
9622,4915476,43
9623,4915038,31
9624,4915483,21
9625,4815693,89
9626,4815748,35
9627,4815745,12
9628,4915031,29
9629,4815683,37
9630,4915446,169
9631,4915373,51
9632,4915404,97
9633,4915410,94
9634,4915421,43
9635,4815981,157
9636,4915356,118
9637,4815741,54
9638,4815936,24
9639,5115752,27
9640,5315379,62
9641,5015275,173
9642,5015972,81
9643,5015284,88
9644,5015266,60
9645,5015282,49
9646,5015254,94
9647,5015286,88
9648,5015252,38
9649,5015290,80
9650,5015899,30
9651,5015866,169
9652,5015963,76
9653,5015920,68
9654,5015989,64
9655,5015987,23
9656,5015992,106
9657,5015990,31
9658,5015988,32
9659,5015935,22
9660,671566,71
9661,671500,73
9662,4315026,153
9663,831550,27
9664,2715357,118
9665,821583,58
9666,2915228,128
9667,821593,115
9668,1615509,66
9669,4415510,72
9670,4415038,107
9671,4415838,59
9672,4415813,162
9673,4415870,27
9674,4415860,51
9675,4315169,63
9676,4415853,28
9677,4315276,60
9678,4315992,82
9679,4315986,66
9680,4415144,44
9681,4415754,67
9682,4415834,121
9683,4415785,140
9684,4615808,41
9685,4415979,134
9686,4415777,33
9687,4315987,68
9688,4415089,136
9689,4515353,90
9690,4415182,57
9691,4415023,54
9692,4415414,12
9693,4415503,53
9694,4415509,21
9695,4415528,83
9696,4415133,171
9697,4415470,74
9698,4415556,63
9699,4415113,165
9700,4415465,99
9701,4415402,171
9702,4415124,43
9703,4415114,125
9704,4615683,42
9705,4415001,172
9706,4415497,17
9707,4615635,153
9708,4615571,61
9709,4415559,87
9710,4415431,79
9711,4415459,64
9712,4415181,23
9713,4615517,37
9714,4615522,88
9715,4615744,54
9716,4615725,63
9717,4615714,56
9718,4515001,44
9719,4915575,85
9720,4615668,30
9721,4515555,34
9722,4615541,87
9723,4615556,29
9724,4615544,84
9725,4615568,117
9726,4515500,77
9727,4915580,61
9728,4915640,141
9729,4915653,149
9730,4615678,71
9731,4515260,49
9732,4615661,25
9733,4615802,16
9734,4615602,4
9735,4615581,62
9736,4615597,88
9737,4615603,151
9738,4515394,33
9739,4515093,97
9740,4515074,28
9741,4515121,43
9742,4615589,40
9743,4615735,34
9744,4515417,21
9745,4515390,94
9746,4515175,25
9747,4515124,32
9748,4515547,112
9749,4515249,94
9750,4515385,50
9751,4515091,120
9752,4515452,62
9753,4515462,28
9754,4615546,161
9755,4615513,36
9756,4615516,112
9757,4615508,54
9758,4615539,72
9759,4515316,45
9760,4915578,86
9761,4515491,36
9762,4515436,143
9763,1715490,14
9764,1715500,25
9765,1715436,21
9766,1815087,31
9767,1715997,57
9768,1715996,6
9769,1715998,29
9770,1715982,64
9771,1715972,137
9772,1815022,83
9773,1815026,64
9774,1815001,61
9775,1815105,81
9776,1815118,123
9777,1815113,38
9778,1815054,96
9779,1815074,21
9780,1815080,41
9781,1815089,82
9782,1815078,34
9783,1815084,43
9784,2215166,28
9785,2215149,129
9786,2215155,18
9787,2215160,153
9788,2215135,47
9789,2215153,155
9790,2215145,35
9791,2215136,27
9792,1915687,57
9793,1915146,113
9794,1915713,76
9795,2315062,109
9796,1915161,57
9797,1915711,85
9798,1915145,73
9799,2215447,85
9800,1915147,16
9801,1915703,176
9802,1915158,41
9803,1915156,111
9804,2215452,25
9805,2015521,35
9806,1915693,72
9807,1915717,90
9808,1915162,45
9809,1915157,157
9810,1915714,23
9811,1915144,23
9812,1915021,96
9813,2215455,179
9814,2215450,177
9815,2215441,57
9816,1915047,102
9817,1915030,67
9818,2015490,36
9819,1915023,158
9820,1915055,66
9821,2015488,132
9822,2015472,32
9823,1915091,14
9824,1915063,15
9825,1915090,157
9826,1915266,153
9827,1915269,121
9828,2315817,55
9829,1915216,95
9830,2115732,57
9831,2115809,84
9832,2115740,47
9833,2115760,168
9834,2115726,153
9835,2115749,42
9836,2115739,106
9837,1915268,32
9838,1915206,120
9839,1915204,98
9840,2115765,118
9841,2115761,90
9842,2315187,39
9843,2015608,25
9844,2315188,53
9845,2315198,35
9846,1915830,83
9847,1915856,86
9848,1915925,19
9849,1915922,41
9850,1915878,71
9851,1915901,78
9852,1915886,132
9853,1915879,62
9854,1915914,97
9855,1915797,87
9856,1915834,75
9857,1915956,88
9858,1915982,167
9859,1915981,46
9860,1915826,62
9861,1915802,26
9862,1915955,157
9863,2315208,56
9864,1915816,49
9865,2315141,74
9866,2315164,123
9867,2015584,50
9868,2315143,53
9869,2315204,57
9870,1915887,98
9871,1915805,49
9872,1915807,38
9873,1915823,120
9874,2315135,143
9875,1915946,41
9876,1915890,50
9877,1915889,117
9878,2015129,89
9879,1915959,141
9880,1915953,50
9881,1915852,22
9882,1915806,65
9883,1915940,20
9884,2315123,113
9885,2015580,58
9886,2315129,105
9887,2315133,140
9888,2315131,42
9889,2015611,69
9890,2315152,29
9891,2315024,92
9892,2015148,44
9893,2015642,40
9894,2315357,38
9895,2215120,88
9896,2015022,102
9897,2215094,43
9898,2215478,18
9899,2215092,116
9900,2215114,35
9901,2215078,77
9902,2215076,169
9903,2015051,53
9904,2015045,23
9905,2015071,26
9906,2015055,32
9907,2215067,93
9908,2015046,22
9909,2315256,9
9910,2315250,136
9911,2015074,28
9912,2315224,108
9913,2215030,31
9914,2315305,118
9915,2015103,65
9916,2015653,36
9917,2015695,50
9918,3415307,44
9919,3415308,21
9920,3415305,89
9921,3415263,94
9922,3515452,97
9923,3415344,4
9924,3415286,60
9925,3415389,26
9926,3415346,57
9927,3415424,103
9928,3415299,110
9929,3415327,55
9930,3415296,98
9931,3415264,81
9932,3415429,51
9933,3415297,26
9934,3415442,113
9935,3415444,23
9936,3415386,83
9937,3415397,41
9938,3415314,79
9939,3415404,70
9940,3515441,172
9941,3415531,117
9942,3415285,160
9943,3515373,116
9944,3415480,64
9945,3415500,46
9946,3415493,175
9947,3415468,133
9948,3415486,71
9949,3415524,49
9950,3415495,51
9951,3415481,69
9952,3415467,88
9953,3415465,73
9954,3415491,39
9955,3415498,97
9956,3915778,15
9957,3515228,30
9958,3515399,158
9959,3515170,105
9960,3515192,16
9961,3515158,72
9962,3515199,22
9963,3515307,18
9964,3515766,69
9965,3515235,132
9966,3515147,62
9967,3515252,79
9968,3515296,113
9969,3515816,56
9970,3515809,108
9971,3515200,60
9972,3515155,57
9973,3515638,162
9974,3515760,25
9975,3515771,116
9976,3515377,67
9977,3515908,150
9978,3515907,78
9979,3515720,139
9980,3515731,21
9981,3515758,39
9982,3515633,102
9983,3515742,179
9984,3515722,53
9985,3515812,40
9986,3515306,128
9987,3515227,47
9988,3515331,106
9989,3915772,95
9990,3515879,82
9991,3515488,52
9992,3415510,37
9993,3515445,69
9994,3515444,93
9995,3515460,44
9996,3515332,24
9997,3515359,82
9998,3515142,83
9999,3515875,70
10000,3515400,74
10001,3515217,40
10002,3515754,49
10003,3515743,26
10004,3515744,60
10005,3515316,5
10006,3515274,128
10007,3515250,117
10008,3515624,100
10009,3515680,31
10010,3515870,117
10011,3515279,156
10012,3515790,115
10013,3515844,14
10014,3515825,0
10015,3515729,150
10016,3615034,37
10017,3615005,54
10018,3515968,27
10019,3515985,86
10020,3515959,91
10021,3515960,33
10022,3515979,15
10023,3515988,8
10024,3615006,86
10025,3515937,62
10026,3515995,65
10027,3615010,51
10028,3715008,50
10029,3615955,122
10030,3715328,75
10031,3715608,41
10032,3715409,47
10033,3615961,19
10034,3715401,78
10035,3715403,177
10036,3715592,73
10037,3715468,74
10038,3715444,127
10039,3715466,82
10040,3715392,36
10041,3715539,12
10042,3715524,39
10043,3715551,29
10044,3715339,20
10045,3715375,132
10046,3715443,64
10047,3715456,169
10048,3715353,157
10049,3715537,83
10050,3715522,51
10051,3715519,68
10052,3715554,55
10053,3715517,79
10054,3715354,58
10055,3715348,144
10056,3615957,147
10057,3615976,117
10058,3615987,31
10059,3615984,16
10060,3615979,128
10061,3715567,67
10062,3715530,138
10063,3715620,92
10064,3715485,51
10065,3615858,28
10066,3615840,37
10067,3615839,29
10068,1615512,26
10069,1515519,133
10070,1615707,19
10071,1615499,134
10072,1715629,76
10073,1715592,179
10074,1715603,67
10075,1815768,66
10076,1815794,46
10077,1815808,44
10078,1815821,167
10079,1715303,109
10080,1715545,123
10081,1715293,39
10082,1715540,131
10083,1715301,154
10084,1715338,157
10085,1715327,32
10086,1715548,112
10087,1715569,20
10088,1715319,83
10089,1715321,169
10090,4615875,55
10091,4615839,86
10092,4615886,155
10093,2015296,37
10094,2015336,138
10095,2015320,139
10096,2015301,114
10097,2015356,137
10098,2015261,67
10099,2015155,77
10100,2015357,28
10101,4615712,138
10102,4515548,41
10103,4515518,160
10104,5115179,81
10105,5115214,120
10106,5115078,96
10107,4515527,138
10108,4615578,27
10109,4615573,62
10110,4615775,140
10111,4615722,123
10112,4615761,101
10113,4515255,179
10114,4515279,50
10115,5115139,64
10116,4615794,80
10117,4615630,81
10118,4615626,104
10119,4615615,38
10120,4615750,85
10121,4615655,135
10122,5115074,94
10123,5115203,85
10124,4615586,166
10125,4615569,62
10126,4515202,64
10127,5115092,37
10128,4615651,163
10129,4615649,35
10130,4615548,36
10131,4515301,141
10132,4615509,64
10133,4515317,120
10134,5115141,82
10135,5015651,26
10136,4815146,33
10137,4715286,59
10138,4715879,67
10139,4815225,43
10140,4815376,81
10141,4815371,83
10142,4815414,70
10143,4815417,115
10144,4715216,70
10145,4715428,0
10146,4715091,120
10147,4815327,43
10148,4715752,82
10149,5015739,20
10150,4715924,44
10151,4715827,79
10152,4715117,75
10153,4715272,23
10154,4815260,88
10155,4815258,44
10156,4815319,103
10157,5015376,49
10158,4815102,30
10159,5015017,38
10160,4715479,172
10161,4815579,82
10162,4815057,98
10163,4715960,104
10164,4715515,89
10165,4715334,153
10166,5015450,45
10167,5115418,57
10168,5115453,49
10169,5015585,66
10170,4815141,44
10171,4815137,48
10172,4715183,141
10173,4715179,105
10174,4715226,111
10175,4815059,164
10176,4815009,61
10177,5015647,30
10178,4715390,94
10179,2015670,166
10180,2315241,172
10181,2315321,93
10182,2315291,9
10183,2315236,36
10184,2315322,100
10185,2315252,103
10186,2015057,60
10187,2215046,59
10188,2015054,165
10189,2115107,61
10190,2315365,102
10191,2115073,43
10192,2315260,53
10193,2315367,23
10194,2315265,111
10195,2315419,147
10196,2315388,62
10197,2315280,39
10198,2315288,33
10199,2215102,90
10200,2315350,31
10201,2315414,20
10202,2015540,45
10203,2015531,25
10204,2015550,152
10205,2115172,3
10206,2115161,27
10207,2015685,24
10208,2115163,29
10209,2015690,5
10210,2015645,88
10211,2015664,18
10212,2015693,99
10213,2215122,69
10214,2215117,32
10215,2215121,89
10216,2215474,104
10217,2215456,35
10218,2115057,97
10219,2115074,74
10220,2215473,144
10221,2115063,174
10222,2215471,33
10223,2115109,22
10224,2215068,79
10225,2215459,110
10226,2015020,83
10227,2215103,43
10228,2215488,36
10229,2215126,44
10230,2215466,56
10231,2315788,144
10232,2315791,31
10233,2215169,86
10234,2315808,127
10235,2215190,51
10236,2215186,56
10237,2215883,175
10238,2315067,69
10239,2315119,122
10240,2315106,75
10241,2315112,61
10242,2315021,119
10243,2215862,146
10244,2215889,87
10245,2215839,92
10246,2215891,165
10247,2215977,50
10248,2215897,127
10249,2215981,53
10250,2215932,88
10251,2215972,40
10252,2315013,42
10253,2215974,83
10254,2215926,23
10255,2215860,22
10256,2215896,123
10257,2215877,18
10258,2215880,107
10259,2315070,46
10260,2315074,36
10261,2315571,39
10262,2315442,53
10263,2315460,148
10264,2315435,47
10265,2315434,62
10266,2315601,122
10267,2315636,71
10268,2315626,172
10269,2315470,100
10270,2315647,29
10271,2315549,112
10272,2315610,24
10273,2315539,81
10274,2315642,36
10275,2315530,39
10276,2315522,133
10277,2315582,135
10278,2315446,47
10279,2315498,103
10280,2315687,30
10281,2315463,123
10282,2315580,128
10283,2315587,167
10284,2315544,129
10285,2315649,106
10286,2315559,72
10287,2315552,58
10288,2315566,4
10289,2315535,92
10290,2315575,123
10291,2315690,22
10292,2315604,78
10293,2315445,25
10294,2515884,179
10295,2415750,49
10296,2415815,72
10297,2515484,91
10298,2515805,47
10299,2515305,16
10300,2515306,108
10301,2515441,46
10302,2515791,99
10303,2515812,33
10304,2415773,142
10305,2515906,95
10306,2415749,22
10307,2415713,1
10308,2415689,170
10309,3715448,25
10310,3715618,88
10311,3715561,164
10312,3615782,144
10313,3715390,106
10314,3615960,100
10315,3715033,33
10316,3615994,118
10317,3715493,49
10318,3715400,168
10319,3615812,111
10320,3615811,36
10321,3615769,147
10322,3615758,30
10323,3615771,77
10324,3715039,32
10325,3615794,43
10326,3615770,41
10327,3615895,53
10328,3715370,65
10329,3715504,50
10330,3915808,60
10331,3815117,142
10332,3815121,137
10333,3815077,113
10334,3815082,111
10335,3715993,103
10336,3815002,77
10337,3815026,40
10338,3815056,74
10339,3715976,179
10340,3715986,19
10341,3715984,65
10342,3815161,147
10343,3815184,125
10344,3815134,15
10345,3815119,64
10346,3815222,130
10347,3815067,53
10348,3815005,62
10349,3815070,78
10350,3815071,32
10351,3815252,74
10352,3815250,85
10353,3815230,90
10354,3815236,35
10355,3815227,40
10356,3815048,34
10357,3815241,169
10358,3815189,37
10359,3815179,67
10360,3815150,47
10361,3815220,55
10362,3815137,109
10363,3815057,51
10364,3815027,113
10365,3815030,66
10366,3815146,121
10367,3915704,33
10368,3915672,29
10369,3915614,64
10370,3915746,177
10371,3915714,48
10372,3915623,21
10373,3915655,5
10374,3915675,3
10375,3915637,89
10376,3915734,164
10377,3915683,32
10378,3915621,106
10379,3915418,28
10380,3915495,98
10381,3915523,104
10382,3915428,0
10383,3915518,70
10384,3915420,164
10385,3915410,140
10386,3915598,29
10387,3915559,74
10388,3915536,170
10389,3915433,67
10390,3915527,43
10391,3915528,58
10392,3915558,49
10393,3915564,44
10394,3915531,46
10395,4015049,96
10396,4015047,64
10397,4015127,113
10398,4015124,82
10399,4015069,109
10400,4015045,31
10401,3915953,80
10402,4015218,98
10403,3915944,23
10404,4015184,48
10405,4015173,65
10406,4015174,73
10407,3915937,38
10408,3915935,56
10409,4015201,19
10410,4015139,72
10411,4015172,18
10412,4015009,79
10413,4015027,74
10414,4015040,36
10415,4015149,31
10416,4015130,54
10417,3915984,97
10418,4015014,64
10419,4015129,55
10420,3915981,101
10421,4015113,61
10422,4015067,151
10423,3915947,121
10424,4015188,20
10425,4015135,50
10426,4015197,61
10427,4015221,82
10428,4015016,97
10429,4015006,110
10430,4015087,105
10431,4015086,56
10432,4015228,62
10433,4015231,100
10434,4015093,19
10435,4015100,145
10436,3915975,46
10437,3915977,29
10438,4115174,35
10439,4115446,122
10440,4115503,67
10441,4115473,48
10442,4115098,66
10443,4115493,87
10444,4115101,75
10445,4115096,24
10446,4115500,62
10447,4115877,68
10448,4115876,50
10449,4115874,67
10450,4115110,67
10451,4115133,8
10452,4115132,48
10453,4115090,149
10454,4115434,78
10455,4115856,84
10456,4115113,13
10457,4115471,97
10458,4115455,98
10459,4115104,46
10460,4415690,12
10461,4415683,94
10462,4415607,62
10463,4415678,20
10464,4415623,34
10465,4415634,109
10466,4415671,50
10467,4415629,25
10468,4415618,60
10469,4415621,164
10470,4415674,81
10471,4415630,104
10472,4415619,82
10473,4415661,147
10474,4415642,74
10475,4415649,68
10476,4415616,43
10477,2015280,56
10478,2015277,27
10479,2915343,61
10480,2015157,132
10481,2115885,45
10482,2115990,82
10483,2115991,128
10484,2115993,34
10485,2115866,86
10486,2115925,106
10487,2015229,55
10488,2015234,39
10489,2015226,64
10490,2115909,83
10491,2215018,115
10492,2815228,40
10493,2815233,151
10494,2915340,175
10495,2815246,17
10496,2615060,14
10497,2615025,171
10498,2615019,47
10499,2615024,65
10500,3815926,66
10501,3715102,168
10502,3715186,60
10503,3715141,54
10504,3715100,152
10505,3715191,28
10506,3715138,35
10507,4715410,44
10508,5015699,51
10509,4815306,72
10510,4815399,179
10511,4715865,111
10512,4715325,105
10513,4715296,58
10514,4715406,57
10515,4715146,41
10516,4715163,171
10517,4715162,15
10518,4715431,44
10519,4715421,98
10520,4715455,30
10521,4815252,79
10522,5015482,36
10523,5115492,12
10524,5015359,112
10525,5015129,83
10526,5115536,81
10527,5015740,22
10528,5015702,119
10529,5015705,150
10530,4815326,42
10531,4715852,47
10532,4715273,91
10533,4715064,56
10534,4715073,117
10535,4715264,30
10536,4815173,176
10537,5015152,118
10538,4815109,93
10539,4715826,62
10540,4715337,67
10541,4715422,135
10542,4915250,32
10543,4915245,61
10544,5015190,79
10545,5115420,61
10546,5015199,103
10547,5015047,73
10548,5015180,73
